
----- BẢNG STATUS lúc 14:58:02 15/05/2026 -----
Tên file                         | Trang   | Hệ thống   | Mã khách hàng | PO             | Đơn giá | Trạng thái 
air_waybill_WH6_HN_18052026.pdf  | 14/37 | JIT-CHOICE | WH6_HN        | 260518PMMSTFMT |         | ✅Hoàn Thành
air_waybill_WH6_HN_18052026.pdf  | 15/37 | JIT-CHOICE | WH6_HN        | 260518PMV951CV |         | ✅Hoàn Thành
air_waybill_WH6_HN_18052026.pdf  | 16/37 | JIT-CHOICE | WH6_HN        | 260518PN5969BQ |         | ✅Hoàn Thành
air_waybill_WH6_HN_18052026.pdf  | 17/37 | JIT-CHOICE | WH6_HN        | 260518PNG3BCPU |         | ✅Hoàn Thành
air_waybill_WH6_HN_18052026.pdf  | 18/37 | JIT-CHOICE | WH6_HN        | 260518PPSMT49N |         | ✅Hoàn Thành
air_waybill_WH6_HN_18052026.pdf  | 19/37 | JIT-CHOICE | WH6_HN        | 260518PQ8Y0PD3 |         | ✅Hoàn Thành
air_waybill_WH6_HN_18052026.pdf  | 20/37 | JIT-CHOICE | WH6_HN        | 260518PQEDGFHJ |         | ✅Hoàn Thành
air_waybill_WH6_HN_18052026.pdf  | 21/37 | JIT-CHOICE | WH6_HN        | 260518PR1KNF4R |         | ✅Hoàn Thành
air_waybill_WH6_HN_18052026.pdf  | 22/37 | JIT-CHOICE | WH6_HN        | 260518PREKFV82 |         | ✅Hoàn Thành
air_waybill_WH6_HN_18052026.pdf  | 23/37 | JIT-CHOICE | WH6_HN        | 260518PRGXSP73 |         | ✅Hoàn Thành
air_waybill_WH6_HN_18052026.pdf  | 24/37 | JIT-CHOICE | WH6_HN        | 260518PS1JYC8U |         | ✅Hoàn Thành
air_waybill_WH6_HN_18052026.pdf  | 25/37 | JIT-CHOICE | WH6_HN        | 260518PS1QQD3F |         | ✅Hoàn Thành
air_waybill_WH6_HN_18052026.pdf  | 26/37 | JIT-CHOICE | WH6_HN        | 260518PS39CC68 |         | ✅Hoàn Thành
air_waybill_WH6_HN_18052026.pdf  | 27/37 | JIT-CHOICE | WH6_HN        | 260518PS8PW9SP |         | ✅Hoàn Thành
air_waybill_WH6_HN_18052026.pdf  | 28/37 | JIT-CHOICE | WH6_HN        | 260518PSED362U |         | ✅Hoàn Thành
air_waybill_WH6_HN_18052026.pdf  | 29/37 | JIT-CHOICE | WH6_HN        | 260518PSNNS76K |         | ✅Hoàn Thành
air_waybill_WH6_HN_18052026.pdf  | 30/37 | JIT-CHOICE | WH6_HN        | 260518PT5YDJWB |         | ✅Hoàn Thành
air_waybill_WH6_HN_18052026.pdf  | 31/37 | JIT-CHOICE | WH6_HN        | 260518PTFKE0KV |         | ✅Hoàn Thành
air_waybill_WH6_HN_18052026.pdf  | 32/37 | JIT-CHOICE | WH6_HN        | 260518PVX59FPU |         | ✅Hoàn Thành
air_waybill_WH6_HN_18052026.pdf  | 33/37 | JIT-CHOICE | WH6_HN        | 260518PWF9PYMU |         | ✅Hoàn Thành
air_waybill_WH6_HN_18052026.pdf  | 34/37 | JIT-CHOICE | WH6_HN        | 260518PXK3YK0X |         | ✅Hoàn Thành
air_waybill_WH6_HN_18052026.pdf  | 35/37 | JIT-CHOICE | WH6_HN        | 260518PXUJTU1Q |         | ✅Hoàn Thành
air_waybill_WH6_HN_18052026.pdf  | 36/37 | JIT-CHOICE | WH6_HN        | 260518PYREXEMY |         | ✅Hoàn Thành
air_waybill_WH6_HN_18052026.pdf  | 37/37 | JIT-CHOICE | WH6_HN        | 260518Q0DUNP4V |         | ✅Hoàn Thành
----- Kết thúc bảng -----

----- BẢNG STATUS lúc 15:45:31 18/05/2026 -----
Tên file                          | Trang | Hệ thống | Mã khách hàng | PO                 | Đơn giá  | Trạng thái 
Lotte Vũng Tàu_20260518154049.pdf | 1/1   | Lotte    | MN_MT_LOT1009 | 260518-01009-00280 | Đúng giá | ✅Hoàn Thành
rạch miễu 18.pdf                  | 1/1   | COOP     | MN_MT_cop130  | 101458131-00       | Đúng giá | ✅Hoàn Thành
----- Kết thúc bảng -----

----- BẢNG STATUS lúc 16:16:13 18/05/2026 -----
Tên file                          | Trang | Hệ thống | Mã khách hàng | PO                 | Đơn giá  | Trạng thái 
Lotte Vũng Tàu_20260518154049.pdf | 1/1   | Lotte    | MN_MT_LOT1009 | 260518-01009-00280 | Đúng giá | ✅Hoàn Thành
quang trung 18.pdf                | 1/1   | COOP     | MN_MT_COP196  | 101459347-00       | Đúng giá | ✅Hoàn Thành
nguyễn ảnh thủ 18.pdf             | 1/1   | COOP     | MN_MT_COP141  | 101455529-00       | Đúng giá | ✅Hoàn Thành
rạch miễu 18.pdf                  | 1/1   | COOP     | MN_MT_cop130  | 101458131-00       | Đúng giá | ✅Hoàn Thành
----- Kết thúc bảng -----

----- BẢNG STATUS lúc 16:21:45 18/05/2026 -----
Tên file                      | Trang | Hệ thống | Mã khách hàng | PO           | Đơn giá  | Trạng thái 
KSL-PO1002512193-19052026.pdf | 1/2   | Kingfood | MN_MT_KFMSL   | PO1002512193 | Đúng giá | ✅Hoàn Thành
----- Kết thúc bảng -----

----- BẢNG STATUS lúc 16:29:15 18/05/2026 -----
Tên file          | Trang | Hệ thống | Mã khách hàng | PO           | Đơn giá  | Trạng thái 
trảng bàng 18.pdf | 1/1   | COOP     | MN_MT_cop189  | 101466685-00 | Đúng giá | ✅Hoàn Thành
----- Kết thúc bảng -----

----- BẢNG STATUS lúc 08:55:13 19/05/2026 -----
Tên file                         | Trang | Hệ thống   | Mã khách hàng | PO             | Đơn giá | Trạng thái 
air_waybill_WH6_HN_18052026.pdf  | 1/15  | JIT-CHOICE | WH6_HN        | 260517N506N5MY |         | ✅Hoàn Thành
air_waybill_WH6_HN_18052026.pdf  | 2/15  | JIT-CHOICE | WH6_HN        | 260518PUHV668B |         | ✅Hoàn Thành
air_waybill_WH6_HN_18052026.pdf  | 3/15  | JIT-CHOICE | WH6_HN        | 260518Q0WCJY9K |         | ✅Hoàn Thành
air_waybill_WH6_HN_18052026.pdf  | 4/15  | JIT-CHOICE | WH6_HN        | 260518Q13E6K5T |         | ✅Hoàn Thành
air_waybill_WH6_HN_18052026.pdf  | 5/15  | JIT-CHOICE | WH6_HN        | 260518Q1EF1E1K |         | ✅Hoàn Thành
air_waybill_WH6_HN_18052026.pdf  | 6/15  | JIT-CHOICE | WH6_HN        | 260518Q3HMJMXC |         | ✅Hoàn Thành
air_waybill_WH6_HN_18052026.pdf  | 7/15  | JIT-CHOICE | WH6_HN        | 260518Q690S1X5 |         | ✅Hoàn Thành
air_waybill_WH6_HN_18052026.pdf  | 8/15  | JIT-CHOICE | WH6_HN        | 260518Q6KYQTNA |         | ✅Hoàn Thành
air_waybill_WH6_HN_18052026.pdf  | 9/15  | JIT-CHOICE | WH6_HN        | 260518Q6RRAYJE |         | ✅Hoàn Thành
air_waybill_WH6_HN_18052026.pdf  | 10/15 | JIT-CHOICE | WH6_HN        | 260518Q76MQ5B2 |         | ✅Hoàn Thành
air_waybill_WH6_HN_18052026.pdf  | 11/15 | JIT-CHOICE | WH6_HN        | 260518Q7Y8GK9V |         | ✅Hoàn Thành
air_waybill_WH6_HN_18052026.pdf  | 12/15 | JIT-CHOICE | WH6_HN        | 260518Q9ED6RC2 |         | ✅Hoàn Thành
air_waybill_WH6_HN_18052026.pdf  | 13/15 | JIT-CHOICE | WH6_HN        | 260518QAAT1V3S |         | ✅Hoàn Thành
air_waybill_WH6_HN_18052026.pdf  | 14/15 | JIT-CHOICE | WH6_HN        | 260518QCVTH9Y3 |         | ✅Hoàn Thành
air_waybill_WH6_HN_18052026.pdf  | 15/15 | JIT-CHOICE | WH6_HN        | 260518Q50GQ2JG |         | ✅Hoàn Thành
air_waybill_WH6_HCM_18052026.pdf | 1/13  | JIT-CHOICE | WH6_HCM       | 260518Q3QKCCDX |         | ✅Hoàn Thành
air_waybill_WH6_HCM_18052026.pdf | 2/13  | JIT-CHOICE | WH6_HCM       | 260518Q44M4RJ8 |         | ✅Hoàn Thành
air_waybill_WH6_HCM_18052026.pdf | 3/13  | JIT-CHOICE | WH6_HCM       | 260518Q56R2CPU |         | ✅Hoàn Thành
air_waybill_WH6_HCM_18052026.pdf | 4/13  | JIT-CHOICE | WH6_HCM       | 260518Q5AN10JC |         | ✅Hoàn Thành
air_waybill_WH6_HCM_18052026.pdf | 5/13  | JIT-CHOICE | WH6_HCM       | 260518Q5T7QMH7 |         | ✅Hoàn Thành
air_waybill_WH6_HCM_18052026.pdf | 6/13  | JIT-CHOICE | WH6_HCM       | 260518Q6CCGQS1 |         | ✅Hoàn Thành
air_waybill_WH6_HCM_18052026.pdf | 7/13  | JIT-CHOICE | WH6_HCM       | 260518Q7J1XVCH |         | ✅Hoàn Thành
air_waybill_WH6_HCM_18052026.pdf | 8/13  | JIT-CHOICE | WH6_HCM       | 260518Q7MCCDGF |         | ✅Hoàn Thành
air_waybill_WH6_HCM_18052026.pdf | 9/13  | JIT-CHOICE | WH6_HCM       | 260518Q8MSY4KW |         | ✅Hoàn Thành
air_waybill_WH6_HCM_18052026.pdf | 10/13 | JIT-CHOICE | WH6_HCM       | 260518Q8PBJXBE |         | ✅Hoàn Thành
air_waybill_WH6_HCM_18052026.pdf | 11/13 | JIT-CHOICE | WH6_HCM       | 260518Q936KVQA |         | ✅Hoàn Thành
air_waybill_WH6_HCM_18052026.pdf | 12/13 | JIT-CHOICE | WH6_HCM       | 260518QACXP5BH |         | ✅Hoàn Thành
air_waybill_WH6_HCM_18052026.pdf | 13/13 | JIT-CHOICE | WH6_HCM       | 260518QCPSUYCW |         | ✅Hoàn Thành
----- Kết thúc bảng -----

----- BẢNG STATUS lúc 09:00:43 19/05/2026 -----
Tên file                         | Trang | Hệ thống   | Mã khách hàng | PO             | Đơn giá | Trạng thái 
air_waybill_WH6_HCM_19052026.pdf | 1/47  | JIT-CHOICE | WH6_HCM       | 260518QE144T4Y |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 2/47  | JIT-CHOICE | WH6_HCM       | 260518QEKHH7EH |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 3/47  | JIT-CHOICE | WH6_HCM       | 260518QEW2P8HP |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 4/47  | JIT-CHOICE | WH6_HCM       | 260518QFBM125N |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 5/47  | JIT-CHOICE | WH6_HCM       | 260518QFER7W1R |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 6/47  | JIT-CHOICE | WH6_HCM       | 260518QFXDT88F |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 7/47  | JIT-CHOICE | WH6_HCM       | 260518QFXV4P2X |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 8/47  | JIT-CHOICE | WH6_HCM       | 260518QGC4GYYA |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 9/47  | JIT-CHOICE | WH6_HCM       | 260518QGEKMY6F |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 10/47 | JIT-CHOICE | WH6_HCM       | 260518QGRDCWMR |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 11/47 | JIT-CHOICE | WH6_HCM       | 260518QHDME668 |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 12/47 | JIT-CHOICE | WH6_HCM       | 260518QJ72WTJH |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 13/47 | JIT-CHOICE | WH6_HCM       | 260518QJDTD5G0 |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 14/47 | JIT-CHOICE | WH6_HCM       | 260518QJYF02P8 |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 15/47 | JIT-CHOICE | WH6_HCM       | 260518QKQ80GP2 |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 16/47 | JIT-CHOICE | WH6_HCM       | 260518QM7JK494 |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 17/47 | JIT-CHOICE | WH6_HCM       | 260518QMT2UB8P |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 18/47 | JIT-CHOICE | WH6_HCM       | 260518QN4R9TUA |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 19/47 | JIT-CHOICE | WH6_HCM       | 260518QPJAF4XC |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 20/47 | JIT-CHOICE | WH6_HCM       | 260518QQ4CDSFG |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 21/47 | JIT-CHOICE | WH6_HCM       | 260518QQ6THF7D |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 22/47 | JIT-CHOICE | WH6_HCM       | 260518QQE9W8SK |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 23/47 | JIT-CHOICE | WH6_HCM       | 260518QQJDJE1F |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 24/47 | JIT-CHOICE | WH6_HCM       | 260518QRJBWC12 |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 25/47 | JIT-CHOICE | WH6_HCM       | 260518QSCK5QA3 |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 26/47 | JIT-CHOICE | WH6_HCM       | 260519QUV8APFJ |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 27/47 | JIT-CHOICE | WH6_HCM       | 260519QW3CEE40 |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 28/47 | JIT-CHOICE | WH6_HCM       | 260519QWA404MU |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 29/47 | JIT-CHOICE | WH6_HCM       | 260519QXQDMNQ0 |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 30/47 | JIT-CHOICE | WH6_HCM       | 260519QYN2H8DY |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 31/47 | JIT-CHOICE | WH6_HCM       | 260519QYPNXUKC |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 32/47 | JIT-CHOICE | WH6_HCM       | 260519R002DUER |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 33/47 | JIT-CHOICE | WH6_HCM       | 260519R011TQMH |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 34/47 | JIT-CHOICE | WH6_HCM       | 260519R086RDM4 |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 35/47 | JIT-CHOICE | WH6_HCM       | 260519R0REHH62 |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 36/47 | JIT-CHOICE | WH6_HCM       | 260519R227HDXS |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 37/47 | JIT-CHOICE | WH6_HCM       | 260519RB5MHPEP |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 38/47 | JIT-CHOICE | WH6_HCM       | 260519REGWTCUT |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 39/47 | JIT-CHOICE | WH6_HCM       | 260519REK3FC7F |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 40/47 | JIT-CHOICE | WH6_HCM       | 260519RFGMH7DD |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 41/47 | JIT-CHOICE | WH6_HCM       | 260519RM0W8D1R |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 42/47 | JIT-CHOICE | WH6_HCM       | 260519RPW5V24F |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 43/47 | JIT-CHOICE | WH6_HCM       | 260519RSYNR77W |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 44/47 | JIT-CHOICE | WH6_HCM       | 260519RTFVHC9G |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 45/47 | JIT-CHOICE | WH6_HCM       | 260519RTQJJ1AX |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 46/47 | JIT-CHOICE | WH6_HCM       | 260519RU12RBSR |         | ✅Hoàn Thành
air_waybill_WH6_HCM_19052026.pdf | 47/47 | JIT-CHOICE | WH6_HCM       | 260518QE1BRWNW |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 1/56  | JIT-CHOICE | WH6_HN        | 260518NQ2C0M5M |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 2/56  | JIT-CHOICE | WH6_HN        | 260518PWPQ5E4C |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 3/56  | JIT-CHOICE | WH6_HN        | 260518QAWGWD6V |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 4/56  | JIT-CHOICE | WH6_HN        | 260518QBGANSWF |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 5/56  | JIT-CHOICE | WH6_HN        | 260518QEDHS96Q |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 6/56  | JIT-CHOICE | WH6_HN        | 260518QF2H7AP3 |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 7/56  | JIT-CHOICE | WH6_HN        | 260518QF7FGGJA |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 8/56  | JIT-CHOICE | WH6_HN        | 260518QFUSX00V |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 9/56  | JIT-CHOICE | WH6_HN        | 260518QHPV2B77 |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 10/56 | JIT-CHOICE | WH6_HN        | 260518QHTEG8K5 |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 11/56 | JIT-CHOICE | WH6_HN        | 260518QJ3Q4GCG |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 12/56 | JIT-CHOICE | WH6_HN        | 260518QJ3FGM3V |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 13/56 | JIT-CHOICE | WH6_HN        | 260518QJ71W0D4 |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 14/56 | JIT-CHOICE | WH6_HN        | 260518QJH1D0D1 |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 15/56 | JIT-CHOICE | WH6_HN        | 260518QK6PR3X2 |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 16/56 | JIT-CHOICE | WH6_HN        | 260518QK6UHGU9 |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 17/56 | JIT-CHOICE | WH6_HN        | 260518QM3NQ8KU |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 18/56 | JIT-CHOICE | WH6_HN        | 260518QM9904FU |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 19/56 | JIT-CHOICE | WH6_HN        | 260518QM9BVETY |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 20/56 | JIT-CHOICE | WH6_HN        | 260518QMPUUF1K |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 21/56 | JIT-CHOICE | WH6_HN        | 260518QMUKG8WT |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 22/56 | JIT-CHOICE | WH6_HN        | 260518QN089RX3 |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 23/56 | JIT-CHOICE | WH6_HN        | 260518QN7UEF43 |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 24/56 | JIT-CHOICE | WH6_HN        | 260518QPTKH6DJ |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 25/56 | JIT-CHOICE | WH6_HN        | 260518QPTGPU4Q |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 26/56 | JIT-CHOICE | WH6_HN        | 260518QS4ESHWA |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 27/56 | JIT-CHOICE | WH6_HN        | 260518QSPKJXG0 |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 28/56 | JIT-CHOICE | WH6_HN        | 260518QT0QTAXK |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 29/56 | JIT-CHOICE | WH6_HN        | 260518QTFDY37G |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 30/56 | JIT-CHOICE | WH6_HN        | 260519QU8XA1PN |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 31/56 | JIT-CHOICE | WH6_HN        | 260519QUH0QCXY |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 32/56 | JIT-CHOICE | WH6_HN        | 260519QUPTS6KT |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 33/56 | JIT-CHOICE | WH6_HN        | 260519QVXPQ6BN |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 34/56 | JIT-CHOICE | WH6_HN        | 260519QW105WW9 |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 35/56 | JIT-CHOICE | WH6_HN        | 260519QW9GWJ62 |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 36/56 | JIT-CHOICE | WH6_HN        | 260519QX7N3R0N |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 37/56 | JIT-CHOICE | WH6_HN        | 260519QXDVC9HU |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 38/56 | JIT-CHOICE | WH6_HN        | 260519QXK66865 |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 39/56 | JIT-CHOICE | WH6_HN        | 260519QXUJ641V |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 40/56 | JIT-CHOICE | WH6_HN        | 260519QY8D6E6A |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 41/56 | JIT-CHOICE | WH6_HN        | 260519QY9HCCTR |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 42/56 | JIT-CHOICE | WH6_HN        | 260519QYHNSJ9C |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 43/56 | JIT-CHOICE | WH6_HN        | 260519QYY2Y77V |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 44/56 | JIT-CHOICE | WH6_HN        | 260519R0959RV2 |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 45/56 | JIT-CHOICE | WH6_HN        | 260519R0X9CP3D |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 46/56 | JIT-CHOICE | WH6_HN        | 260519R156N1MG |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 47/56 | JIT-CHOICE | WH6_HN        | 260519R39KC8WF |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 48/56 | JIT-CHOICE | WH6_HN        | 260519R8SKRHG2 |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 49/56 | JIT-CHOICE | WH6_HN        | 260519RC7F1HJG |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 50/56 | JIT-CHOICE | WH6_HN        | 260519RE09PPMA |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 51/56 | JIT-CHOICE | WH6_HN        | 260519REYBBFVG |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 52/56 | JIT-CHOICE | WH6_HN        | 260519RHJD8BP9 |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 53/56 | JIT-CHOICE | WH6_HN        | 260519RQCE3BMN |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 54/56 | JIT-CHOICE | WH6_HN        | 260519RRUC584N |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 55/56 | JIT-CHOICE | WH6_HN        | 260519RTYK48QE |         | ✅Hoàn Thành
air_waybill_WH6_HN_19052026.pdf  | 56/56 | JIT-CHOICE | WH6_HN        | 260518QN2B118U |         | ✅Hoàn Thành
----- Kết thúc bảng -----

----- BẢNG STATUS lúc 10:17:29 19/05/2026 -----
Tên file                        | Trang | Hệ thống | Mã khách hàng | PO         | Đơn giá  | Trạng thái 
Purchase Order (4501795858).PDF | 1/1   | Emart    | EMART PHI     | 4501795858 | Đúng giá | ✅Hoàn Thành
Purchase Order (4501795857).PDF | 1/1   | Emart    | EMART GO VAP  | 4501795857 | Đúng giá | ✅Hoàn Thành
----- Kết thúc bảng -----

----- BẢNG STATUS lúc 10:51:21 19/05/2026 -----
Tên file                                  | Trang | Hệ thống | Mã khách hàng            | PO            | Đơn giá         | Trạng thái  
802_NORTHDC_Q06_3005382_2620056061015.pdf | 2/19  | BigC     | GO! HAI PHONG            | 2620056061015 | Đúng giá        | ✅Hoàn Thành 
802_NORTHDC_Q06_3005382_2620056061015.pdf | 3/19  | BigC     | TOPS MARKET GARDEN       | 2620056061015 | Đúng giá        | ✅Hoàn Thành 
802_NORTHDC_Q06_3005382_2620056061015.pdf | 4/19  | BigC     | GO! VINH                 | 2620056061015 | Đúng giá        | ✅Hoàn Thành 
802_NORTHDC_Q06_3005382_2620056061015.pdf | 5/19  | BigC     | GO! VINH PHUC            | 2620056061015 | Đúng giá        | ✅Hoàn Thành 
802_NORTHDC_Q06_3005382_2620056061015.pdf | 6/19  | BigC     | GO! NAM DINH             | 2620056061015 | Đúng giá        | ✅Hoàn Thành 
802_NORTHDC_Q06_3005382_2620056061015.pdf | 7/19  | BigC     | GO! LONG BIEN            | 2620056061015 | Có 1 mã sai giá | ⚠️Hoàn Thành
802_NORTHDC_Q06_3005382_2620056061015.pdf | 8/19  | BigC     | GO! LONG BIEN            | 2620056061015 | Đúng giá        | ✅Hoàn Thành 
802_NORTHDC_Q06_3005382_2620056061015.pdf | 9/19  | BigC     | GO! HAI DUONG            | 2620056061015 | Đúng giá        | ✅Hoàn Thành 
802_NORTHDC_Q06_3005382_2620056061015.pdf | 10/19 | BigC     | GO! THANH HOA            | 2620056061015 | Đúng giá        | ✅Hoàn Thành 
802_NORTHDC_Q06_3005382_2620056061015.pdf | 11/19 | BigC     | BIG C ME LINH            | 2620056061015 | Đúng giá        | ✅Hoàn Thành 
802_NORTHDC_Q06_3005382_2620056061015.pdf | 12/19 | BigC     | GO! VIET TRI             | 2620056061015 | Đúng giá        | ✅Hoàn Thành 
802_NORTHDC_Q06_3005382_2620056061015.pdf | 13/19 | BigC     | GO! HA LONG              | 2620056061015 | Có 1 mã sai giá | ⚠️Hoàn Thành
802_NORTHDC_Q06_3005382_2620056061015.pdf | 14/19 | BigC     | GO! BAC GIANG            | 2620056061015 | Đúng giá        | ✅Hoàn Thành 
802_NORTHDC_Q06_3005382_2620056061015.pdf | 15/19 | BigC     | TOPS MARKET HO GUOM      | 2620056061015 | Đúng giá        | ✅Hoàn Thành 
802_NORTHDC_Q06_3005382_2620056061015.pdf | 16/19 | BigC     | TOPS MARKET LE TRONG TAN | 2620056061015 | Có 1 mã sai giá | ⚠️Hoàn Thành
802_NORTHDC_Q06_3005382_2620056061015.pdf | 17/19 | BigC     | GO! THAI NGUYEN          | 2620056061015 | Đúng giá        | ✅Hoàn Thành 
